,wiek,zawod,stan_cywilny,wyksztalcenie,ma_kredyt,kredyt_mieszkaniowy,ma_pozyczke,sposob_kontaktu,miesiac,day_of_week,dl_polaczenia,liczba_polaczen_aktualnej_kampanii,liczba_dni_od_ost_kontaktu,liczba_polaczen_przed_aktualna_kampania,wynik_poprzedniej_kampanii,wsk_zmien_zatrudnienia,wsk_cen_konsum,wsk_zauf_konsum,euribor3m,liczba_pracownikow,target
4059,25,blue-collar,married,basic.4y,1,1,1,telephone,may,mon,480,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4061,53,self-employed,married,university.degree,1,1,1,telephone,may,mon,396,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4062,36,admin.,married,university.degree,1,1,1,telephone,may,mon,124,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4063,49,housemaid,married,basic.4y,1,1,1,telephone,may,mon,13,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4064,44,entrepreneur,married,professional.course,1,1,1,telephone,may,mon,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4066,37,housemaid,married,high.school,1,0,0,telephone,may,mon,723,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4067,41,blue-collar,married,basic.9y,1,1,1,telephone,may,mon,89,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4068,40,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4070,24,services,single,professional.course,1,0,1,telephone,may,mon,314,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4071,34,technician,married,university.degree,1,0,1,telephone,may,mon,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4072,30,blue-collar,married,basic.9y,1,1,1,telephone,may,mon,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4074,27,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,147,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4075,40,admin.,divorced,professional.course,1,1,1,telephone,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4078,35,admin.,single,high.school,1,0,0,telephone,may,mon,19,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4079,26,admin.,married,high.school,1,1,0,telephone,may,mon,346,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4080,33,admin.,married,university.degree,1,1,1,telephone,may,mon,643,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4083,35,admin.,married,university.degree,1,0,1,telephone,may,mon,193,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4084,32,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4085,34,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4086,33,services,single,high.school,1,1,0,telephone,may,mon,109,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4089,27,student,single,university.degree,1,0,1,telephone,may,mon,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4090,43,services,divorced,high.school,1,0,1,telephone,may,mon,191,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4094,26,unemployed,married,high.school,1,0,1,telephone,may,mon,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4097,48,blue-collar,married,professional.course,1,1,1,telephone,may,mon,219,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4098,42,entrepreneur,married,university.degree,1,1,1,telephone,may,mon,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4099,35,blue-collar,divorced,basic.9y,1,0,0,telephone,may,mon,400,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4100,42,blue-collar,divorced,basic.6y,1,0,1,telephone,may,mon,503,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4102,28,blue-collar,married,basic.9y,1,1,0,telephone,may,mon,329,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4103,32,technician,single,basic.9y,1,0,1,telephone,may,mon,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4104,28,blue-collar,divorced,high.school,1,0,1,telephone,may,mon,7,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4105,41,blue-collar,divorced,basic.9y,1,1,1,telephone,may,mon,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4109,38,services,married,high.school,1,0,1,telephone,may,mon,552,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1
4110,22,services,single,high.school,1,0,1,telephone,may,mon,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4111,34,blue-collar,married,basic.9y,1,1,1,telephone,may,mon,263,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4114,55,services,divorced,high.school,1,1,0,telephone,may,mon,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4115,24,services,single,high.school,1,1,1,telephone,may,mon,401,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4117,31,admin.,divorced,university.degree,1,1,1,telephone,may,mon,53,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4118,34,admin.,married,university.degree,1,1,1,telephone,may,mon,349,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4119,45,entrepreneur,married,basic.9y,1,1,1,telephone,may,mon,34,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4123,44,technician,divorced,high.school,1,0,1,telephone,may,mon,457,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4124,29,technician,single,university.degree,1,0,1,telephone,may,mon,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4125,32,technician,married,professional.course,1,1,0,telephone,may,mon,142,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4126,32,technician,single,high.school,1,0,0,telephone,may,mon,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4127,48,technician,divorced,professional.course,1,1,0,telephone,may,mon,65,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4128,29,technician,single,university.degree,1,0,1,telephone,may,mon,420,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4129,32,blue-collar,married,professional.course,1,0,1,telephone,may,mon,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4130,38,blue-collar,single,basic.4y,1,0,1,telephone,may,mon,403,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4131,28,unemployed,single,high.school,1,0,0,telephone,may,mon,229,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4134,27,admin.,single,university.degree,1,0,1,telephone,may,mon,182,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4135,26,blue-collar,married,basic.4y,1,0,1,telephone,may,mon,183,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4136,33,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4137,28,management,married,university.degree,1,1,1,telephone,may,mon,134,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4139,35,admin.,single,university.degree,1,1,1,telephone,may,mon,234,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4141,46,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,194,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4142,26,services,married,high.school,1,1,1,telephone,may,mon,394,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4144,47,admin.,married,university.degree,1,1,1,telephone,may,mon,408,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4145,26,blue-collar,married,basic.4y,1,1,0,telephone,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4146,34,blue-collar,married,professional.course,1,0,1,telephone,may,mon,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4147,24,admin.,single,high.school,1,0,1,telephone,may,mon,243,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4148,31,technician,married,professional.course,1,1,1,telephone,may,mon,180,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4149,26,admin.,single,high.school,1,1,0,telephone,may,mon,8,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4150,31,admin.,married,high.school,1,1,1,telephone,may,mon,313,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4151,34,blue-collar,married,basic.6y,1,0,1,telephone,may,mon,1622,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1
4152,60,admin.,married,professional.course,1,0,1,telephone,may,mon,324,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4154,24,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,194,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4155,28,admin.,married,high.school,1,1,1,telephone,may,mon,165,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4156,55,entrepreneur,divorced,university.degree,1,0,0,telephone,may,mon,86,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4157,38,admin.,divorced,high.school,1,1,1,telephone,may,mon,160,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4158,37,blue-collar,married,professional.course,1,0,1,telephone,may,mon,492,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4159,36,services,divorced,university.degree,1,1,1,telephone,may,mon,187,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4162,31,blue-collar,married,basic.4y,1,0,1,telephone,may,mon,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4166,52,services,divorced,high.school,1,1,1,telephone,may,mon,579,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1
4169,31,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,162,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4170,36,admin.,married,high.school,1,1,1,telephone,may,mon,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4172,32,management,single,basic.4y,1,1,1,telephone,may,mon,73,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4173,30,technician,single,professional.course,1,0,1,telephone,may,mon,220,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4174,27,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4177,57,housemaid,married,basic.6y,1,1,0,telephone,may,mon,168,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4178,27,services,married,professional.course,1,0,1,telephone,may,mon,283,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4179,46,blue-collar,divorced,basic.4y,1,1,1,telephone,may,mon,235,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4180,43,technician,single,professional.course,1,0,1,telephone,may,mon,138,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4183,38,technician,single,professional.course,1,1,1,telephone,may,mon,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4184,48,blue-collar,married,basic.6y,1,1,1,telephone,may,mon,332,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4186,33,management,married,university.degree,1,0,1,telephone,may,mon,396,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4187,37,blue-collar,single,university.degree,1,0,1,telephone,may,mon,492,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4188,34,blue-collar,married,basic.9y,1,0,1,telephone,may,mon,360,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4189,59,housemaid,married,unknown,1,1,1,telephone,may,mon,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4190,34,admin.,married,university.degree,1,0,0,telephone,may,mon,97,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4191,34,blue-collar,single,basic.9y,1,1,1,telephone,may,mon,84,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4192,29,blue-collar,single,professional.course,1,0,1,telephone,may,mon,57,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4193,46,entrepreneur,married,university.degree,1,0,1,telephone,may,mon,105,11,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4195,31,admin.,unknown,high.school,1,1,1,telephone,may,mon,182,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4196,58,blue-collar,divorced,unknown,1,1,1,telephone,may,mon,467,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4198,32,admin.,single,university.degree,1,1,1,telephone,may,mon,470,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4200,51,admin.,single,university.degree,1,1,1,telephone,may,mon,120,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4201,34,services,married,high.school,1,1,1,telephone,may,mon,298,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4202,30,blue-collar,married,basic.9y,1,1,1,telephone,may,mon,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4203,39,blue-collar,married,professional.course,1,1,1,telephone,may,mon,87,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4204,47,blue-collar,married,basic.4y,1,0,1,telephone,may,mon,622,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4205,36,services,married,high.school,1,0,1,telephone,may,mon,195,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4206,47,services,divorced,high.school,1,1,1,telephone,may,mon,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4207,49,self-employed,single,basic.9y,1,1,1,telephone,may,mon,58,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4208,33,technician,divorced,professional.course,1,1,1,telephone,may,mon,1218,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1
4210,35,admin.,married,university.degree,1,0,0,telephone,may,mon,66,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4211,25,services,single,high.school,1,1,1,telephone,may,mon,328,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
4213,26,admin.,single,high.school,1,1,1,telephone,may,tue,21,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4214,36,technician,married,professional.course,1,1,1,telephone,may,tue,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4217,27,admin.,married,university.degree,1,0,1,telephone,may,tue,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4219,56,management,married,unknown,1,1,1,telephone,may,tue,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4220,59,admin.,married,basic.6y,1,0,1,telephone,may,tue,19,15,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4223,54,technician,divorced,professional.course,1,1,1,telephone,may,tue,182,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4225,36,blue-collar,married,basic.9y,1,0,1,telephone,may,tue,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4226,53,technician,married,professional.course,1,0,1,telephone,may,tue,280,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4227,31,admin.,married,high.school,1,1,1,telephone,may,tue,16,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4228,53,technician,divorced,professional.course,1,1,1,telephone,may,tue,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4230,34,admin.,married,university.degree,1,1,1,telephone,may,tue,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4231,31,unemployed,single,professional.course,1,1,1,telephone,may,tue,20,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4234,40,admin.,married,basic.9y,1,1,1,telephone,may,tue,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4235,31,admin.,married,high.school,1,0,1,telephone,may,tue,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4237,25,admin.,married,high.school,1,1,0,telephone,may,tue,125,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4239,49,admin.,divorced,university.degree,1,1,1,telephone,may,tue,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4240,53,blue-collar,married,high.school,1,1,1,telephone,may,tue,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4242,46,blue-collar,married,basic.4y,1,0,0,telephone,may,tue,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4244,48,technician,married,unknown,1,0,0,telephone,may,tue,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4245,58,retired,married,university.degree,1,1,0,telephone,may,tue,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4248,54,technician,married,high.school,1,1,1,telephone,may,tue,13,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4249,45,technician,single,professional.course,1,0,0,telephone,may,tue,133,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4250,34,services,married,high.school,1,0,1,telephone,may,tue,656,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4251,32,services,single,basic.6y,1,1,0,telephone,may,tue,1205,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1
4253,50,blue-collar,married,basic.4y,1,0,1,telephone,may,tue,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4255,45,admin.,married,unknown,1,1,1,telephone,may,tue,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4257,25,management,single,basic.4y,1,1,1,telephone,may,tue,186,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4258,50,blue-collar,married,basic.4y,1,0,1,telephone,may,tue,532,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4259,43,blue-collar,married,basic.4y,1,0,1,telephone,may,tue,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4260,34,management,married,university.degree,1,1,0,telephone,may,tue,234,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4261,41,blue-collar,married,basic.9y,1,1,1,telephone,may,tue,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4262,35,admin.,married,high.school,1,1,1,telephone,may,tue,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4263,31,blue-collar,single,high.school,1,1,1,telephone,may,tue,1882,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1
4264,34,management,single,university.degree,1,1,1,telephone,may,tue,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4265,47,services,married,high.school,1,1,1,telephone,may,tue,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4268,42,technician,divorced,university.degree,1,1,1,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4269,28,admin.,married,high.school,1,1,1,telephone,may,tue,142,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4270,43,admin.,married,university.degree,1,0,1,telephone,may,tue,775,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4271,41,services,married,basic.9y,1,1,1,telephone,may,tue,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4272,33,technician,married,high.school,1,1,1,telephone,may,tue,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4273,53,admin.,married,university.degree,1,0,1,telephone,may,tue,68,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4276,33,services,married,university.degree,1,0,1,telephone,may,tue,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4278,30,unemployed,single,basic.9y,1,1,1,telephone,may,tue,294,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4279,49,technician,married,professional.course,1,0,1,telephone,may,tue,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4280,38,technician,married,professional.course,1,0,0,telephone,may,tue,297,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4281,39,services,divorced,high.school,1,0,1,telephone,may,tue,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4283,58,blue-collar,married,unknown,1,0,1,telephone,may,tue,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4284,46,blue-collar,married,basic.6y,1,0,1,telephone,may,tue,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4286,40,technician,married,professional.course,1,1,1,telephone,may,tue,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4287,36,admin.,married,high.school,1,1,1,telephone,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4288,53,self-employed,married,basic.4y,1,1,1,telephone,may,tue,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4290,42,admin.,divorced,university.degree,1,1,1,telephone,may,tue,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4292,39,services,married,high.school,1,1,0,telephone,may,tue,793,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4294,34,blue-collar,single,basic.9y,1,1,1,telephone,may,tue,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4297,40,admin.,married,high.school,1,1,1,telephone,may,tue,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4300,46,blue-collar,married,basic.9y,1,1,0,telephone,may,tue,394,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4304,30,services,divorced,basic.9y,1,0,1,telephone,may,tue,320,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4305,42,technician,married,basic.9y,1,1,1,telephone,may,tue,618,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4306,38,technician,married,professional.course,1,1,1,telephone,may,tue,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4309,33,blue-collar,married,basic.9y,1,1,1,telephone,may,tue,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4313,36,admin.,married,high.school,1,0,0,telephone,may,tue,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4314,21,admin.,single,basic.9y,1,0,0,telephone,may,tue,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4315,29,admin.,married,high.school,1,0,1,telephone,may,tue,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4317,39,blue-collar,married,basic.6y,1,1,0,telephone,may,tue,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4318,31,blue-collar,single,basic.9y,1,0,1,telephone,may,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4322,36,blue-collar,married,basic.9y,1,1,1,telephone,may,tue,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4323,27,blue-collar,single,basic.9y,1,1,1,telephone,may,tue,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4325,34,blue-collar,married,basic.4y,1,1,1,telephone,may,tue,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4327,40,blue-collar,married,basic.4y,1,1,1,telephone,may,tue,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4328,36,admin.,divorced,high.school,1,0,0,telephone,may,tue,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4329,40,admin.,married,university.degree,1,0,1,telephone,may,tue,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4330,53,blue-collar,married,basic.4y,1,1,1,telephone,may,tue,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4331,40,admin.,divorced,university.degree,1,0,1,telephone,may,tue,380,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4332,25,blue-collar,married,basic.9y,1,1,1,telephone,may,tue,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
4335,46,admin.,divorced,university.degree,1,1,1,telephone,may,tue,423,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
